ID; COMPRAS ACUMULADAS ;MESES CUMPLIENDO VENTAS;ESTADO CIVIL;SEXO;Ubicaci—n geogr‡fica
1421; $ 2.398.327.900 ;4;SOLTERO;FEMENINO;Norte
1422; $ 363.300.500 ;2;SOLTERO;FEMENINO;Norte
1423; $ 1.052.839.200 ;5;SOLTERO;FEMENINO;Norte
1424; $ 713.484.700 ;1;SOLTERO;FEMENINO;Norte
1425; $ 2.504.822.950 ;6;SOLTERO;FEMENINO;Norte
1426; $ 380.666.300 ;5;SOLTERO;FEMENINO;Norte
1427; $ 828.922.650 ;4;SOLTERO;FEMENINO;Norte
1428; $ 699.212.250 ;9;SOLTERO;FEMENINO;Norte
1429; $ 423.646.750 ;7;SOLTERO;FEMENINO;Norte
1430; $ 374.932.650 ;1;SOLTERO;FEMENINO;Norte
1431; $ 557.178.300 ;7;SOLTERO;FEMENINO;Norte
1432; $ 611.959.300 ;5;SOLTERO;FEMENINO;Norte
1433; $ 599.189.250 ;3;SOLTERO;FEMENINO;Norte
1434; $ 205.401.200 ;1;SOLTERO;FEMENINO;Norte
1435; $ 1.022.408.250 ;7;SOLTERO;FEMENINO;Norte
1436; $ 1.887.048.000 ;3;SOLTERO;FEMENINO;Norte
1437; $ 368.518.500 ;6;SOLTERO;FEMENINO;Norte
1438; $ 447.896.900 ;6;SOLTERO;FEMENINO;Norte
1439; $ 336.608.000 ;0;SOLTERO;FEMENINO;Norte
1440; $ 220.728.450 ;0;SOLTERO;FEMENINO;Norte
1441; $ 297.358.450 ;4;SOLTERO;FEMENINO;Norte
1442; $ 309.182.700 ;5;SOLTERO;FEMENINO;Norte
1443; $ 1.116.864.350 ;5;SOLTERO;FEMENINO;Norte
1444; $ 529.802.350 ;2;SOLTERO;FEMENINO;Norte
1445; $ 1.171.793.200 ;6;SOLTERO;FEMENINO;Norte
1446; $ 554.730.350 ;2;SOLTERO;FEMENINO;Norte
1447; $ 1.058.078.100 ;9;SOLTERO;FEMENINO;Norte
1448; $ 310.309.300 ;0;SOLTERO;FEMENINO;Norte
1449; $ 550.756.700 ;3;SOLTERO;FEMENINO;Norte
1450; $ 425.251.100 ;1;SOLTERO;FEMENINO;Norte
1451; $ 630.360.700 ;9;SOLTERO;FEMENINO;Norte
1452; $ 621.039.050 ;4;SOLTERO;FEMENINO;Norte
1453; $ 386.942.400 ;0;SOLTERO;FEMENINO;Norte
1454; $ 343.226.300 ;0;SOLTERO;FEMENINO;Norte
1455; $ 253.276.650 ;3;SOLTERO;FEMENINO;Norte
1456; $ 446.182.950 ;0;SOLTERO;FEMENINO;Norte
1457; $ 431.149.400 ;0;SOLTERO;FEMENINO;Norte
1458; $ 229.602.650 ;2;SOLTERO;FEMENINO;Norte
1459; $ 364.266.150 ;6;SOLTERO;FEMENINO;Norte
1460; $ 639.082.350 ;7;SOLTERO;FEMENINO;Norte
1461; $ 371.345.150 ;1;SOLTERO;FEMENINO;Norte
1462; $ 667.601.650 ;1;SOLTERO;FEMENINO;Norte
1463; $ 761.512.150 ;9;SOLTERO;FEMENINO;Norte
1464; $ 373.461.250 ;3;SOLTERO;FEMENINO;Norte
1465; $ 517.074.950 ;2;SOLTERO;FEMENINO;Norte
1466; $ 682.013.500 ;4;SOLTERO;FEMENINO;Norte
1467; $ 661.100.750 ;4;SOLTERO;FEMENINO;Norte
1468; $ 503.953.350 ;0;SOLTERO;FEMENINO;Norte
1469; $ 883.416.050 ;4;SOLTERO;FEMENINO;Norte
1470; $ 797.267.400 ;5;SOLTERO;FEMENINO;Norte
1471; $ 1.454.726.300 ;9;SOLTERO;FEMENINO;Norte
1472; $ 559.441.050 ;7;SOLTERO;FEMENINO;Norte
1473; $ 541.456.000 ;9;SOLTERO;FEMENINO;Norte
1474; $ 854.366.050 ;0;SOLTERO;FEMENINO;Norte
1475; $ 584.574.550 ;0;SOLTERO;FEMENINO;Norte
1476; $ 159.770.950 ;1;SOLTERO;FEMENINO;Norte
1477; $ 164.629.300 ;0;SOLTERO;FEMENINO;Norte
1478; $ 284.707.500 ;2;SOLTERO;FEMENINO;Norte
1479; $ 515.809.200 ;3;SOLTERO;FEMENINO;Norte
1480; $ 811.793.200 ;3;SOLTERO;FEMENINO;Norte
1481; $ 478.951.200 ;7;SOLTERO;FEMENINO;Norte
1482; $ 454.763.600 ;5;SOLTERO;FEMENINO;Norte
1483; $ 387.936.600 ;5;SOLTERO;FEMENINO;Norte
1484; $ 559.359.450 ;2;SOLTERO;FEMENINO;Norte
1485; $ 1.054.085.850 ;6;SOLTERO;FEMENINO;Norte
1486; $ 496.533.950 ;2;SOLTERO;FEMENINO;Norte
1487; $ 331.585.150 ;3;SOLTERO;FEMENINO;Norte
1488; $ 791.632.750 ;4;SOLTERO;FEMENINO;Norte
1489; $ 108.688.750 ;2;SOLTERO;FEMENINO;Norte
1490; $ 431.934.600 ;2;SOLTERO;FEMENINO;Norte
1491; $ 803.898.550 ;3;SOLTERO;FEMENINO;Norte
1492; $ 331.055.350 ;2;SOLTERO;FEMENINO;Norte
1493; $ 221.227.550 ;0;SOLTERO;FEMENINO;Norte
1494; $ 1.352.036.600 ;0;SOLTERO;FEMENINO;Norte
1495; $ 485.012.700 ;7;SOLTERO;FEMENINO;Norte
1496; $ 416.804.200 ;5;SOLTERO;FEMENINO;Norte
1497; $ 403.407.500 ;5;SOLTERO;FEMENINO;Norte
1498; $ 511.606.800 ;1;SOLTERO;FEMENINO;Norte
1499; $ 784.924.000 ;9;SOLTERO;FEMENINO;Norte
1500; $ 998.982.300 ;4;SOLTERO;FEMENINO;Norte
1501; $ 426.122.800 ;2;SOLTERO;FEMENINO;Norte
1502; $ 436.529.400 ;3;SOLTERO;FEMENINO;Norte
1503; $ 243.020.200 ;2;SOLTERO;FEMENINO;Norte
1504; $ 342.288.850 ;2;SOLTERO;FEMENINO;Norte
1505; $ 443.249.650 ;7;SOLTERO;FEMENINO;Norte
1506; $ 339.498.050 ;1;SOLTERO;FEMENINO;Norte
1507; $ 421.940.050 ;4;SOLTERO;FEMENINO;Norte
1508; $ 505.059.600 ;1;SOLTERO;FEMENINO;Norte
1509; $ 452.880.550 ;3;SOLTERO;FEMENINO;Norte
1510; $ 478.226.950 ;8;SOLTERO;FEMENINO;Norte
1511; $ 385.670.250 ;0;SOLTERO;FEMENINO;Norte
1512; $ 693.152.500 ;2;SOLTERO;FEMENINO;Norte
1513; $ 383.203.550 ;1;SOLTERO;FEMENINO;Norte
1514; $ 757.039.050 ;0;SOLTERO;FEMENINO;Norte
1515; $ 515.015.800 ;1;SOLTERO;FEMENINO;Norte
1516; $ 294.464.800 ;2;SOLTERO;FEMENINO;Norte
1517; $ 623.833.300 ;1;SOLTERO;FEMENINO;Norte
1518; $ 704.293.200 ;2;SOLTERO;FEMENINO;Norte
1519; $ 344.440.800 ;0;SOLTERO;FEMENINO;Norte
1520; $ 498.577.750 ;4;SOLTERO;FEMENINO;Norte
1521; $ 270.530.150 ;0;SOLTERO;FEMENINO;Norte
1522; $ 306.436.050 ;1;SOLTERO;FEMENINO;Norte
1523; $ 1.161.981.900 ;1;SOLTERO;FEMENINO;Norte
1524; $ 384.217.650 ;1;SOLTERO;FEMENINO;Norte
1525; $ 799.810.900 ;5;SOLTERO;FEMENINO;Norte
1526; $ 1.192.209.550 ;6;SOLTERO;FEMENINO;Norte
1527; $ 551.618.350 ;2;SOLTERO;FEMENINO;Norte
1528; $ 430.885.400 ;5;SOLTERO;FEMENINO;Norte
1529; $ 748.877.350 ;9;SOLTERO;FEMENINO;Norte
1530; $ 390.783.350 ;2;SOLTERO;FEMENINO;Norte
1531; $ 576.445.850 ;6;SOLTERO;FEMENINO;Norte
1532; $ 863.474.600 ;8;SOLTERO;FEMENINO;Norte
1533; $ 912.744.950 ;4;SOLTERO;FEMENINO;Norte
1534; $ 290.082.250 ;1;SOLTERO;FEMENINO;Norte
1535; $ 467.691.350 ;2;SOLTERO;FEMENINO;Norte
1536; $ 716.603.700 ;8;SOLTERO;FEMENINO;Norte
1537; $ 669.355.150 ;5;SOLTERO;FEMENINO;Norte
1538; $ 346.917.300 ;8;SOLTERO;FEMENINO;Norte
1539; $ 494.486.750 ;3;SOLTERO;FEMENINO;Norte
1540; $ 184.710.750 ;1;SOLTERO;FEMENINO;Norte
1541; $ 521.725.750 ;5;SOLTERO;FEMENINO;Norte
1542; $ 651.303.850 ;8;SOLTERO;FEMENINO;Norte
1543; $ 375.101.050 ;5;SOLTERO;FEMENINO;Norte
1544; $ 340.549.350 ;4;SOLTERO;FEMENINO;Norte
1545; $ 592.311.700 ;5;SOLTERO;FEMENINO;Norte
1546; $ 438.400.750 ;3;SOLTERO;FEMENINO;Norte
1547; $ 267.934.400 ;2;SOLTERO;FEMENINO;Norte
1548; $ 687.795.850 ;9;SOLTERO;FEMENINO;Norte
1549; $ 509.787.050 ;4;SOLTERO;FEMENINO;Norte
1550; $ 502.339.850 ;9;SOLTERO;FEMENINO;Norte
1551; $ 157.426.500 ;2;SOLTERO;FEMENINO;Norte
1552; $ 750.704.800 ;2;SOLTERO;FEMENINO;Norte
1553; $ 548.117.200 ;4;SOLTERO;FEMENINO;Norte
1554; $ 358.985.200 ;0;SOLTERO;FEMENINO;Norte
1555; $ 442.400.100 ;3;SOLTERO;FEMENINO;Norte
1556; $ 272.016.100 ;2;SOLTERO;FEMENINO;Norte
1557; $ 549.934.000 ;3;SOLTERO;FEMENINO;Norte
1558; $ 328.009.950 ;6;SOLTERO;FEMENINO;Norte
1559; $ 408.383.350 ;3;SOLTERO;FEMENINO;Norte
1560; $ 363.177.750 ;1;SOLTERO;FEMENINO;Norte
1561; $ 410.386.650 ;8;SOLTERO;FEMENINO;Norte
1562; $ 493.356.350 ;1;SOLTERO;FEMENINO;Norte
1563; $ 571.678.200 ;4;SOLTERO;FEMENINO;Norte
1564; $ 244.501.800 ;2;SOLTERO;FEMENINO;Norte
1565; $ 530.268.300 ;5;SOLTERO;FEMENINO;Norte
1566; $ 179.870.850 ;0;SOLTERO;FEMENINO;Norte
1567; $ 1.631.067.250 ;0;SOLTERO;FEMENINO;Norte
1568; $ 782.714.550 ;3;SOLTERO;FEMENINO;Norte
1569; $ 491.222.500 ;5;SOLTERO;FEMENINO;Norte
1570; $ 388.562.600 ;4;SOLTERO;FEMENINO;Norte
1571; $ 797.209.300 ;7;SOLTERO;FEMENINO;Norte
1572; $ 926.462.000 ;3;SOLTERO;FEMENINO;Norte
1573; $ 5.109.721.600 ;7;SOLTERO;FEMENINO;Norte
1574; $ 218.790.500 ;3;SOLTERO;FEMENINO;Norte
1575; $ 1.907.510.100 ;9;SOLTERO;FEMENINO;Norte
1576; $ 619.780.150 ;0;SOLTERO;FEMENINO;Norte
1577; $ 610.747.000 ;8;SOLTERO;FEMENINO;Norte
1578; $ 681.742.450 ;1;SOLTERO;FEMENINO;Norte
1579; $ 757.926.350 ;2;SOLTERO;FEMENINO;Norte
1580; $ 99.122.200 ;2;SOLTERO;FEMENINO;Norte
1581; $ 479.039.650 ;1;SOLTERO;FEMENINO;Norte
1582; $ 287.550.150 ;0;SOLTERO;FEMENINO;Norte
1583; $ 564.136.200 ;6;SOLTERO;FEMENINO;Norte
1584; $ 512.663.950 ;4;SOLTERO;FEMENINO;Norte
1585; $ 299.373.650 ;1;SOLTERO;FEMENINO;Norte
1586; $ 272.979.350 ;0;SOLTERO;FEMENINO;Norte
1587; $ 236.932.750 ;2;SOLTERO;FEMENINO;Norte
1588; $ 595.163.250 ;7;SOLTERO;FEMENINO;Norte
1589; $ 507.266.150 ;8;SOLTERO;FEMENINO;Norte
1590; $ 522.386.050 ;4;SOLTERO;FEMENINO;Norte
1591; $ 165.300.500 ;4;SOLTERO;FEMENINO;Norte
1592; $ 378.727.550 ;2;SOLTERO;FEMENINO;Norte
1593; $ 299.177.700 ;2;SOLTERO;FEMENINO;Norte
1594; $ 433.007.300 ;5;SOLTERO;FEMENINO;Norte
1595; $ 529.806.150 ;9;SOLTERO;FEMENINO;Norte
1596; $ 1.750.633.100 ;4;SOLTERO;FEMENINO;Norte
1597; $ 1.154.693.000 ;2;SOLTERO;FEMENINO;Norte
1598; $ 602.527.150 ;4;SOLTERO;FEMENINO;Norte
1599; $ 656.541.500 ;6;SOLTERO;FEMENINO;Norte
1600; $ 896.607.100 ;0;SOLTERO;FEMENINO;Norte
1601; $ 830.319.450 ;5;SOLTERO;FEMENINO;Norte
1602; $ 139.038.750 ;0;SOLTERO;FEMENINO;Norte
1603; $ 522.685.800 ;7;SOLTERO;FEMENINO;Norte
1604; $ 460.236.400 ;1;SOLTERO;FEMENINO;Norte
1605; $ 827.555.200 ;4;SOLTERO;FEMENINO;Norte
1606; $ 306.847.750 ;6;SOLTERO;FEMENINO;Norte
1607; $ 397.582.050 ;6;SOLTERO;FEMENINO;Norte
1608; $ 347.027.700 ;4;SOLTERO;FEMENINO;Norte
1609; $ 370.323.100 ;3;SOLTERO;FEMENINO;Norte
1610; $ 451.447.450 ;9;SOLTERO;FEMENINO;Norte
1611; $ 435.198.400 ;7;SOLTERO;FEMENINO;Norte
1612; $ 394.990.300 ;5;SOLTERO;FEMENINO;Norte
1613; $ 277.526.050 ;1;SOLTERO;FEMENINO;Norte
1614; $ 1.957.882.850 ;3;SOLTERO;FEMENINO;Norte
1615; $ 702.417.300 ;2;SOLTERO;FEMENINO;Norte
1616; $ 480.156.550 ;7;SOLTERO;FEMENINO;Norte
1617; $ 184.624.150 ;0;SOLTERO;FEMENINO;Norte
1618; $ 672.106.800 ;1;SOLTERO;FEMENINO;Norte
1619; $ 653.591.550 ;7;SOLTERO;FEMENINO;Norte
1620; $ 873.622.500 ;4;SOLTERO;FEMENINO;Norte
1621; $ 610.793.500 ;6;SOLTERO;FEMENINO;Norte
1622; $ 354.371.500 ;1;SOLTERO;FEMENINO;Norte
1623; $ 288.264.250 ;3;SOLTERO;FEMENINO;Norte
1624; $ 680.512.150 ;3;SOLTERO;FEMENINO;Norte
1625; $ 242.064.500 ;2;SOLTERO;FEMENINO;Norte
1626; $ 1.298.874.250 ;6;SOLTERO;FEMENINO;Norte
1627; $ 768.381.250 ;4;SOLTERO;FEMENINO;Norte
1628; $ 1.478.198.350 ;6;SOLTERO;FEMENINO;Norte
1629; $ 668.115.400 ;4;SOLTERO;FEMENINO;Norte
1630; $ 407.508.150 ;1;SOLTERO;FEMENINO;Norte
1631; $ 377.319.950 ;2;SOLTERO;FEMENINO;Norte
1632; $ 274.537.600 ;4;SOLTERO;FEMENINO;Norte
1633; $ 458.296.250 ;4;SOLTERO;FEMENINO;Norte
1634; $ 580.175.100 ;3;SOLTERO;FEMENINO;Norte
1635; $ 304.712.400 ;2;SOLTERO;FEMENINO;Norte
1636; $ 288.427.750 ;0;SOLTERO;FEMENINO;Norte
1637; $ 436.818.200 ;3;SOLTERO;FEMENINO;Norte
1638; $ 1.338.933.200 ;0;SOLTERO;FEMENINO;Norte
1639; $ 369.256.050 ;6;SOLTERO;FEMENINO;Norte
1640; $ 407.075.300 ;3;SOLTERO;FEMENINO;Norte
1641; $ 347.484.900 ;3;SOLTERO;FEMENINO;Norte
1642; $ 519.526.550 ;7;SOLTERO;FEMENINO;Norte
1643; $ 319.597.700 ;4;SOLTERO;FEMENINO;Norte
1644; $ 272.587.600 ;0;SOLTERO;FEMENINO;Norte
1645; $ 547.526.150 ;6;SOLTERO;FEMENINO;Norte
1646; $ 508.799.150 ;7;SOLTERO;FEMENINO;Norte
1647; $ 547.322.200 ;3;SOLTERO;FEMENINO;Norte
1648; $ 610.091.500 ;8;SOLTERO;FEMENINO;Norte
1649; $ 328.797.550 ;5;SOLTERO;FEMENINO;Norte
1650; $ 554.981.000 ;4;SOLTERO;FEMENINO;Norte
1651; $ 387.290.850 ;4;SOLTERO;FEMENINO;Norte
1652; $ 292.925.750 ;2;SOLTERO;FEMENINO;Norte
1653; $ 396.855.900 ;6;SOLTERO;FEMENINO;Norte
1654; $ 242.405.750 ;5;SOLTERO;FEMENINO;Norte
1655; $ 575.455.500 ;8;SOLTERO;FEMENINO;Norte
1656; $ 634.878.850 ;7;SOLTERO;FEMENINO;Norte
1657; $ 344.147.500 ;5;SOLTERO;FEMENINO;Norte
1658; $ 337.900.050 ;6;SOLTERO;FEMENINO;Norte
1659; $ 343.720.100 ;7;SOLTERO;FEMENINO;Norte
1660; $ 692.382.750 ;1;SOLTERO;FEMENINO;Norte
1661; $ 551.954.150 ;1;SOLTERO;FEMENINO;Norte
1662; $ 451.076.900 ;5;SOLTERO;FEMENINO;Norte
1663; $ 338.904.400 ;3;SOLTERO;FEMENINO;Norte
1664; $ 368.693.750 ;2;SOLTERO;FEMENINO;Norte
1665; $ 376.298.200 ;3;SOLTERO;FEMENINO;Norte
1666; $ 426.292.700 ;3;SOLTERO;FEMENINO;Norte
1667; $ 1.237.891.700 ;3;SOLTERO;FEMENINO;Norte
1668; $ 507.109.350 ;5;SOLTERO;FEMENINO;Norte
1669; $ 474.420.750 ;1;SOLTERO;FEMENINO;Norte
1670; $ 359.813.050 ;0;SOLTERO;FEMENINO;Norte
1671; $ 948.432.150 ;8;SOLTERO;FEMENINO;Norte
1672; $ 578.141.150 ;2;SOLTERO;FEMENINO;Norte
1673; $ 337.000.450 ;2;SOLTERO;FEMENINO;Norte
1674; $ 1.040.553.650 ;7;SOLTERO;FEMENINO;Norte
1675; $ 476.216.200 ;8;SOLTERO;FEMENINO;Norte
1676; $ 640.621.600 ;3;SOLTERO;FEMENINO;Norte
1677; $ 468.524.000 ;0;SOLTERO;FEMENINO;Norte
1678; $ 629.157.350 ;2;SOLTERO;FEMENINO;Norte
1679; $ 705.175.600 ;5;SOLTERO;FEMENINO;Norte
1680; $ 548.875.400 ;3;SOLTERO;FEMENINO;Norte
1681; $ 362.080.600 ;7;SOLTERO;FEMENINO;Norte
1682; $ 1.903.835.950 ;6;SOLTERO;FEMENINO;Norte
1683; $ 303.450.100 ;4;SOLTERO;FEMENINO;Norte
1684; $ 516.009.700 ;2;SOLTERO;FEMENINO;Norte
1685; $ 554.401.100 ;7;SOLTERO;FEMENINO;Norte
1686; $ 1.531.137.150 ;6;SOLTERO;FEMENINO;Norte
1687; $ 628.239.200 ;6;SOLTERO;FEMENINO;Norte
1688; $ 273.862.400 ;0;SOLTERO;FEMENINO;Norte
1689; $ 909.220.450 ;8;SOLTERO;FEMENINO;Norte
1690; $ 428.450.750 ;4;SOLTERO;FEMENINO;Norte
1691; $ 712.229.150 ;4;SOLTERO;FEMENINO;Norte
1692; $ 343.916.000 ;3;SOLTERO;FEMENINO;Norte
1693; $ 1.269.672.750 ;2;SOLTERO;FEMENINO;Norte
1694; $ 417.267.700 ;8;SOLTERO;FEMENINO;Norte
1695; $ 552.140.300 ;2;SOLTERO;FEMENINO;Norte
1696; $ 274.501.600 ;0;SOLTERO;FEMENINO;Norte
1697; $ 490.103.350 ;1;SOLTERO;FEMENINO;Norte
1698; $ 373.616.000 ;4;SOLTERO;FEMENINO;Norte
1699; $ 663.585.450 ;5;SOLTERO;FEMENINO;Norte
1700; $ 536.261.500 ;1;SOLTERO;FEMENINO;Norte
1701; $ 274.280.150 ;0;SOLTERO;FEMENINO;Norte
1702; $ 472.527.250 ;6;SOLTERO;FEMENINO;Norte
1703; $ 345.469.200 ;2;SOLTERO;FEMENINO;Norte
1704; $ 358.947.900 ;0;SOLTERO;FEMENINO;Norte
1705; $ 450.819.800 ;5;SOLTERO;FEMENINO;Norte
1706; $ 303.240.050 ;0;SOLTERO;FEMENINO;Norte
1707; $ 918.814.000 ;5;SOLTERO;FEMENINO;Norte
1708; $ 704.992.850 ;6;SOLTERO;FEMENINO;Norte
1709; $ 381.852.400 ;3;SOLTERO;FEMENINO;Norte
1710; $ 974.873.150 ;6;SOLTERO;FEMENINO;Norte
1711; $ 1.441.552.350 ;7;SOLTERO;FEMENINO;Norte
1712; $ 548.158.650 ;8;SOLTERO;FEMENINO;Norte
1713; $ 630.876.950 ;3;SOLTERO;FEMENINO;Norte
1714; $ 980.108.400 ;4;SOLTERO;FEMENINO;Norte
1715; $ 318.424.600 ;2;SOLTERO;FEMENINO;Norte
1716; $ 458.991.450 ;2;SOLTERO;FEMENINO;Norte
1717; $ 326.981.850 ;9;SOLTERO;FEMENINO;Norte
1718; $ 247.959.000 ;3;SOLTERO;FEMENINO;Norte
1719; $ 444.155.350 ;5;SOLTERO;FEMENINO;Norte
1720; $ 309.998.650 ;2;SOLTERO;FEMENINO;Norte
1721; $ 455.250.250 ;2;SOLTERO;FEMENINO;Norte
1722; $ 651.677.750 ;5;SOLTERO;FEMENINO;Norte
1723; $ 380.931.000 ;2;SOLTERO;FEMENINO;Norte
1724; $ 269.475.250 ;0;SOLTERO;FEMENINO;Norte
1725; $ 264.392.800 ;8;SOLTERO;FEMENINO;Norte
1726; $ 354.127.800 ;0;SOLTERO;FEMENINO;Norte
1727; $ 380.333.900 ;1;SOLTERO;FEMENINO;Norte
1728; $ 736.004.000 ;2;SOLTERO;FEMENINO;Norte
1729; $ 637.098.550 ;5;SOLTERO;FEMENINO;Norte
1730; $ 841.798.850 ;4;SOLTERO;FEMENINO;Norte
1731; $ 261.700.400 ;5;SOLTERO;FEMENINO;Norte
1732; $ 348.447.350 ;5;SOLTERO;FEMENINO;Norte
1733; $ 768.338.300 ;3;SOLTERO;FEMENINO;Norte
1734; $ 580.382.300 ;5;SOLTERO;FEMENINO;Norte
1735; $ 291.393.350 ;1;SOLTERO;FEMENINO;Norte
1736; $ 289.237.950 ;2;SOLTERO;FEMENINO;Norte
1737; $ 408.705.600 ;2;SOLTERO;FEMENINO;Norte
1738; $ 404.491.050 ;5;SOLTERO;FEMENINO;Norte
1739; $ 333.635.250 ;3;SOLTERO;FEMENINO;Norte
1740; $ 763.057.650 ;3;SOLTERO;FEMENINO;Norte
1741; $ 866.319.700 ;8;SOLTERO;FEMENINO;Norte
1742; $ 279.926.900 ;5;SOLTERO;FEMENINO;Norte
1743; $ 29.548.950 ;0;SOLTERO;FEMENINO;Norte
1744; $ 486.428.000 ;6;SOLTERO;FEMENINO;Norte
1745; $ 385.893.650 ;9;SOLTERO;FEMENINO;Norte
1746; $ 211.342.850 ;2;SOLTERO;FEMENINO;Norte
1747; $ 519.560.300 ;1;SOLTERO;FEMENINO;Norte
1748; $ 465.964.150 ;1;SOLTERO;FEMENINO;Norte
1749; $ 1.188.895.700 ;7;SOLTERO;FEMENINO;Norte
1750; $ 702.770.950 ;9;SOLTERO;FEMENINO;Norte
1751; $ 538.810.150 ;5;SOLTERO;FEMENINO;Norte
1752; $ 383.148.950 ;4;SOLTERO;FEMENINO;Norte
1753; $ 377.375.150 ;6;SOLTERO;FEMENINO;Norte
1754; $ 509.710.050 ;1;SOLTERO;FEMENINO;Norte
1755; $ 184.028.700 ;0;SOLTERO;FEMENINO;Oeste
1756; $ 394.044.300 ;0;SOLTERO;FEMENINO;Oeste
1757; $ 627.509.650 ;8;SOLTERO;FEMENINO;Oeste
1758; $ 450.736.700 ;3;SOLTERO;FEMENINO;Oeste
1759; $ 484.339.450 ;2;SOLTERO;FEMENINO;Oeste
1760; $ 501.629.850 ;6;SOLTERO;FEMENINO;Oeste
1761; $ 262.077.300 ;0;SOLTERO;FEMENINO;Oeste
1762; $ 1.077.526.200 ;1;SOLTERO;FEMENINO;Oeste
1763; $ 690.037.400 ;7;SOLTERO;FEMENINO;Oeste
1764; $ 715.200.950 ;4;SOLTERO;FEMENINO;Oeste
1765; $ 547.837.150 ;4;SOLTERO;FEMENINO;Oeste
1766; $ 1.201.857.450 ;3;SOLTERO;FEMENINO;Sur
1767; $ 635.917.750 ;7;SOLTERO;FEMENINO;Sur
1768; $ 268.096.000 ;4;SOLTERO;FEMENINO;Sur
1769; $ 449.322.100 ;2;SOLTERO;FEMENINO;Sur
1770; $ 879.720.250 ;1;SOLTERO;FEMENINO;Sur
1771; $ 791.055.700 ;4;SOLTERO;FEMENINO;Sur
1772; $ 366.249.750 ;8;SOLTERO;FEMENINO;Sur
1773; $ 435.841.650 ;0;SOLTERO;FEMENINO;Sur
1774; $ 565.245.550 ;0;SOLTERO;FEMENINO;Sur
1775; $ 538.123.100 ;4;SOLTERO;FEMENINO;Sur
1776; $ 572.912.950 ;6;SOLTERO;FEMENINO;Sur
1777; $ 601.702.500 ;8;SOLTERO;FEMENINO;Sur
1778; $ 1.131.626.150 ;6;SOLTERO;FEMENINO;Sur
1779; $ 711.433.900 ;8;SOLTERO;FEMENINO;Sur
1780; $ 1.123.036.400 ;6;SOLTERO;FEMENINO;Sur
1781; $ 296.683.050 ;0;SOLTERO;FEMENINO;Sur
1782; $ 641.107.550 ;3;SOLTERO;FEMENINO;Sur
1783; $ 435.092.450 ;7;SOLTERO;FEMENINO;Sur
1784; $ 540.010.100 ;2;SOLTERO;FEMENINO;Sur
1785; $ 251.742.750 ;1;SOLTERO;FEMENINO;Sur
1786; $ 389.507.400 ;8;SOLTERO;FEMENINO;Sur
1787; $ 2.182.744.500 ;0;SOLTERO;FEMENINO;Sur
1788; $ 507.273.600 ;5;SOLTERO;FEMENINO;Sur
1789; $ 332.447.000 ;3;SOLTERO;FEMENINO;Sur
1790; $ 627.651.550 ;1;SOLTERO;FEMENINO;Sur
1791; $ 523.695.600 ;1;SOLTERO;FEMENINO;Sur
1792; $ 405.238.850 ;2;SOLTERO;FEMENINO;Sur
1793; $ 460.817.550 ;5;SOLTERO;FEMENINO;Sur
1794; $ 274.104.700 ;5;SOLTERO;FEMENINO;Sur
1795; $ 244.867.150 ;3;SOLTERO;FEMENINO;Sur
1796; $ 438.400.200 ;5;SOLTERO;FEMENINO;Sur
1797; $ 467.849.200 ;8;SOLTERO;FEMENINO;Sur
1798; $ 345.612.500 ;0;SOLTERO;FEMENINO;Sur
1799; $ 1.449.358.400 ;3;SOLTERO;FEMENINO;Sur
1800; $ 347.013.300 ;6;SOLTERO;FEMENINO;Sur
1801; $ 1.024.722.950 ;6;SOLTERO;FEMENINO;Sur
1802; $ 440.327.650 ;2;SOLTERO;FEMENINO;Sur
1803; $ 543.362.500 ;2;SOLTERO;FEMENINO;Sur
1804; $ 424.169.050 ;7;SOLTERO;FEMENINO;Sur
1805; $ 970.670.600 ;8;SOLTERO;FEMENINO;Sur
1806; $ 381.979.000 ;3;SOLTERO;FEMENINO;Sur
1807; $ 258.313.400 ;3;SOLTERO;FEMENINO;Sur
1808; $ 549.161.000 ;1;SOLTERO;FEMENINO;Sur
1809; $ 450.808.650 ;6;SOLTERO;FEMENINO;Sur
1810; $ 259.771.800 ;5;SOLTERO;FEMENINO;Sur
1811; $ 202.890.050 ;3;SOLTERO;FEMENINO;Sur
1812; $ 223.680.500 ;2;SOLTERO;FEMENINO;Sur
1813; $ 202.960.650 ;2;SOLTERO;FEMENINO;Sur
1814; $ 515.828.700 ;1;SOLTERO;FEMENINO;Sur
1815; $ 212.662.000 ;4;SOLTERO;FEMENINO;Sur
1816; $ 486.248.950 ;5;SOLTERO;FEMENINO;Sur
1817; $ 640.029.650 ;1;SOLTERO;FEMENINO;Sur
1818; $ 534.030.850 ;4;SOLTERO;FEMENINO;Sur
1819; $ 96.196.450 ;0;SOLTERO;FEMENINO;Sur
1820; $ 617.126.900 ;8;SOLTERO;FEMENINO;Sur
1821; $ 117.799.700 ;1;SOLTERO;FEMENINO;Sur
1822; $ 678.160.150 ;2;SOLTERO;FEMENINO;Sur
1823; $ 463.739.250 ;7;SOLTERO;FEMENINO;Sur
1824; $ 316.762.250 ;1;SOLTERO;FEMENINO;Sur
1825; $ 117.642.950 ;1;SOLTERO;FEMENINO;Sur
1826; $ 419.097.200 ;2;SOLTERO;FEMENINO;Sur
1827; $ 249.968.500 ;1;SOLTERO;FEMENINO;Sur
